word,kana,desc,tags
決行,けっこう,"doing (with resolve), carrying out (e.g., a plan)",JLPT_1 JLPT_3
件,けん,"matter, case, item",JLPT_1 JLPT_3
減少,げんしょう,"decrease, reduction, decline",JLPT_1 JLPT_3
公演,こうえん,public performance,JLPT_1 JLPT_3
後悔,こうかい,"regret, repentance",JLPT_1 JLPT_3
航海,こうかい,"sail, voyage",JLPT_1 JLPT_3
拘束,こうそく,"restriction, restraint",JLPT_1 JLPT_3
荒廃,こうはい,ruin,JLPT_1 JLPT_3
降伏,こうふく,"capitulation, surrender, submission",JLPT_1 JLPT_3
興奮,こうふん,"excitement, stimulation",JLPT_1 JLPT_3
語句,ごく,"words, phrases",JLPT_1 JLPT_3
個々,ここ,"individual, one by one",JLPT_1 JLPT_3
故人,こじん,the deceased,JLPT_1 JLPT_3
小銭,こぜに,"coins, small change",JLPT_1 JLPT_3
ことによると,ことによると,(depending on the circumstances),JLPT_1 JLPT_3
コンテスト,コンテスト,contest,JLPT_1 JLPT_3
採集,さいしゅう,"collecting, gathering",JLPT_1 JLPT_3
作,さく,"a work, a harvest",JLPT_1 JLPT_3
策,さく,"plan, policy",JLPT_1 JLPT_3
設備,せつび,"equipment, device, facilities",JLPT_2 JLPT_3
絶滅,ぜつめつ,"destruction, extinction",JLPT_2 JLPT_3
節約,せつやく,"economizing, saving",JLPT_2 JLPT_3
攻める,せめる,"to attack, to assault",JLPT_2 JLPT_3
責める,せめる,"to condemn, to blame, to criticize",JLPT_2 JLPT_3
善,ぜん,"good, virtue",JLPT_2 JLPT_3
全,ぜん,"all, whole, entire",JLPT_2 JLPT_3
全員,ぜんいん,all members,JLPT_2 JLPT_3
専攻,せんこう,"major subject, special study",JLPT_2 JLPT_3
全国,ぜんこく,"the entire nation, country-wide, nation-wide",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.07
洗剤,せんざい,detergent,JLPT_2 JLPT_3
先日,せんじつ,"the other day, a few days ago",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.02
前者,ぜんしゃ,the former,JLPT_2 JLPT_3
選手,せんしゅ,player selected for a team (usually athletic),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.07
全身,ぜんしん,"the whole body, full-length (portrait)",JLPT_2 JLPT_3
前進,ぜんしん,"advance, drive, progress",JLPT_2 JLPT_3
センター,センター,center,JLPT_2 JLPT_3
全体,ぜんたい,"whole, entirety, whatever (is the matter)",JLPT_2 JLPT_3
選択,せんたく,"selection, choice",JLPT_2 JLPT_3
宣伝,せんでん,"advertisement, publicity",JLPT_2 JLPT_3
象,ぞう,elephant,Genki_Ln.13 JLPT_3 JLPT_2
騒音,そうおん,noise,JLPT_2 JLPT_3
増加,ぞうか,"increase, addition",JLPT_2 JLPT_3
操作,そうさ,"operation, management, processing",JLPT_2 JLPT_3
想像,そうぞう,"imagination, guess",JLPT_2 JLPT_3
相続,そうぞく,"succession, inheritance",JLPT_2 JLPT_3
装置,そうち,"equipment, installation, apparatus",JLPT_2 JLPT_3
相当,そうとう,"considerably, fairly; worth ~",JLPT_2 JLPT_3
速度,そくど,"speed, velocity, rate",JLPT_2 JLPT_3
底,そこ,"bottom, sole",JLPT_2 JLPT_3
そこで,そこで,"so (conj.), accordingly",JLPT_2 JLPT_3
組織,そしき,organization; structure; tissue,JLPT_2 JLPT_3
そして,そして,and then,Genki_Ln.11 JLPT_3 JLPT_2
注ぐ,そそぐ,to pour (into),JLPT_2 JLPT_3
育つ,そだつ,"to be brought up, to grow (up)",JLPT_2 JLPT_3
そっくり,そっくり,the splitting image of; entirely,JLPT_2 JLPT_3
そっと,そっと,"softly, gently",JLPT_2 JLPT_3
袖,そで,sleeve,JLPT_2 JLPT_3
備える,そなえる,"to prepare, to furnish, to store",JLPT_2 JLPT_3
具える,そなえる,to be furnished with,JLPT_2 JLPT_3
そのうえ,そのうえ,"in addition, furthermore",JLPT_2 JLPT_3
そのうち,そのうち,"before long, eventually, sooner or later",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.01
そのまま,そのまま,"without change, as it is (e.g., now)",JLPT_2 JLPT_3
蕎麦,そば,soba (buckwheat noodles),JLPT_2 JLPT_3
ソファー,ソファー,"sofa, couch",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
粗末,そまつ,"humble, miserable, crude",JLPT_2 JLPT_3
それぞれ,それぞれ,"each, every, respectively",JLPT_2 JLPT_3
それでも,それでも,"but (still), and yet, nevertheless",JLPT_2 JLPT_3
それと,それと,and,JLPT_2 JLPT_3
それとも,それとも,"or, or else",JLPT_2 JLPT_3
揃う,そろう,"to become complete, to be equal",JLPT_2 JLPT_3
揃える,そろえる,"to put things in order, to arrange",JLPT_2 JLPT_3
損,そん,"loss, disadvantage",JLPT_2 JLPT_3
損害,そんがい,"damage, loss",JLPT_2 JLPT_3
尊敬,そんけい,"respect, reverence, honor",JLPT_2 JLPT_3
存在,そんざい,"existence, being",JLPT_2 JLPT_3
尊重,そんちょう,"respect, esteem, regard",JLPT_2 JLPT_3
田,た,rice field,JLPT_2 JLPT_3
他,た,other (esp. places and things),JLPT_2 JLPT_3
対,たい,"pair, couple, set",JLPT_2 JLPT_3
大,だい,"big, great",JLPT_2 JLPT_3
題,だい,"title, subject, theme",JLPT_2 JLPT_3
体育,たいいく,"physical education, gymnastics, athletics",JLPT_2 JLPT_3
体温,たいおん,temperature (body),JLPT_2 JLPT_3
大会,たいかい,"convention, (big) tournament, mass meeting",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.07
大気,たいき,atmosphere,JLPT_2 JLPT_3
代金,だいきん,"price, cost",JLPT_2 JLPT_3
退屈,たいくつ,"tedium, boring",JLPT_2 JLPT_3
滞在,たいざい,"stay, sojourn",JLPT_2 JLPT_3
大使,たいし,ambassador,JLPT_2 JLPT_3
大した,たいした,"significant, great, considerable",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
体重,たいじゅう,(body) weight,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.04
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.08
対照,たいしょう,"contrast, antithesis, comparison",JLPT_2 JLPT_3
大臣,だいじん,cabinet minister,JLPT_2 JLPT_3
対する,たいする,"to face, to confront, to oppose",JLPT_2 JLPT_3
大戦,たいせん,"great war, great battle",JLPT_2 JLPT_3
態度,たいど,"attitude, manner",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.03
大統領,だいとうりょう,president,JLPT_2 JLPT_3
大半,たいはん,"most of, majority, mostly",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
代表,だいひょう,"representative, delegation",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.07
大部分,だいぶぶん,"most part, majority",JLPT_2 JLPT_3
タイプライター,タイプライター,typewriter,JLPT_2 JLPT_3
逮捕,たいほ,"arrest, apprehension, capture",JLPT_2 JLPT_3
題名,だいめい,title,JLPT_2 JLPT_3
ダイヤ,ダイヤ,(railway) schedule; diamond,JLPT_2 JLPT_3
太陽,たいよう,sun,JLPT_2 JLPT_3
平ら,たいら,"flatness, level, smooth",JLPT_2 JLPT_3
代理,だいり,"representation, proxy, deputy",JLPT_2 JLPT_3
大陸,たいりく,continent,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.08
倒す,たおす,"to throw down, to beat",JLPT_2 JLPT_3
タオル,タオル,(hand) towel,Genki_Ln.18 JLPT_3 JLPT_2
だが,だが,"but, however",JLPT_2 JLPT_3
互い,たがい,"mutual, each other",JLPT_2 JLPT_3
高める,たかめる,"to raise, to lift, to boost",JLPT_2 JLPT_3
宝,たから,treasure,JLPT_2 JLPT_3
宅,たく,"house, home",JLPT_2 JLPT_3
炊く,たく,"to boil, to cook",JLPT_2 JLPT_3
焚く,たく,"to burn, to kindle, to build a fire",JLPT_2 JLPT_3
抱く,だく,"to embrace, to hug",JLPT_2 JLPT_3
だけど,だけど,however,JLPT_2 JLPT_3
たしか,たしか,"certain, sure, if I remember correctly",JLPT_2 JLPT_3
確かめる,たしかめる,"to ascertain, to make sure",JLPT_2 JLPT_3
多少,たしょう,a little (same as 少し (すこし)),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
助かる,たすかる,to be saved; (something) helps (v.i.),Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.04
助ける,たすける,"to help (v.t.), to save, to rescue",JLPT_3 JLPT_2 Genki_Ln.22 Intermediate_Japanese_Ln.03
ただ,ただ,free of charge; just (~); only (~),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.09 Genki_Ln.23
只,ただ,"free of charge, mere, only",JLPT_2 JLPT_3
唯,ただ,"mere, sole, plain",JLPT_2 JLPT_3
戦い,たたかい,"battle, fight",JLPT_2 JLPT_3
戦う,たたかう,"to fight, to compete, to battle",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.07
叩く,たたく,"to strike, to beat",JLPT_2 JLPT_3
直ちに,ただちに,"at once, immediately",JLPT_2 JLPT_3
畳む,たたむ,to fold (clothes),JLPT_2 JLPT_3
立ち上がる,たちあがる,to stand up,JLPT_2 JLPT_3
立場,たちば,"standpoint, position, situation",JLPT_2 JLPT_3
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
経つ,たつ,(time) passes,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.04
達する,たっする,"to reach, to get to",JLPT_2 JLPT_3
唯,たった,"only, just",JLPT_2 JLPT_3
だって,だって,"but, because, even",JLPT_2 JLPT_3
たっぷり,たっぷり,"full, in plenty, ample",JLPT_2 JLPT_3
たとえ,たとえ,"even if, no matter, though",JLPT_2 JLPT_3
谷,たに,valley,JLPT_2 JLPT_3
他人,たにん,"unrelated person, stranger",JLPT_2 JLPT_3
種,たね,seed; material; cause,JLPT_2 JLPT_3
束,たば,"bunch, bundle",JLPT_2 JLPT_3
足袋,たび,Japanese socks (with split toe),JLPT_2 JLPT_3
度,たび,counter for occurrences,JLPT_2 JLPT_3
旅,たび,"travel, trip, journey",JLPT_2 JLPT_3
たびたび,たびたび,"often, repeatedly, frequently",JLPT_2 JLPT_3
玉,たま,"ball, sphere, coin",JLPT_2 JLPT_3
球,たま,"globe, sphere, ball",JLPT_2 JLPT_3
弾,たま,"bullet, shot",JLPT_2 JLPT_3
偶,たま,"even number, couple, friend",JLPT_2 JLPT_3
騙す,だます,"to trick, to cheat, to deceive",JLPT_2 JLPT_3
偶々,たまたま,"unexpectedly, accidentally, by chance",JLPT_2 JLPT_3
たまらない,たまらない,"intolerable, unbearable, unendurable",JLPT_2 JLPT_3
溜まる,たまる,"to collect, to gather, to accumulate",JLPT_2 JLPT_3
黙る,だまる,to be silent,JLPT_2 JLPT_3
試し,ためし,"trial, test",JLPT_2 JLPT_3
試す,ためす,"to attempt, to test",JLPT_2 JLPT_3
溜める,ためる,"to accumulate, to collect",JLPT_2 JLPT_3
便り,たより,"news, correspondence, letter",JLPT_2 JLPT_3
頼る,たよる,"to rely on, to have recourse to, to depend on",JLPT_2 JLPT_3
段,だん,"step, stair, grade",JLPT_2 JLPT_3
単位,たんい,"credit (for a course in school); unit, denomination",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.03
単語,たんご,word; vocabulary,JLPT_3 JLPT_2 Genki_Ln.09
男子,だんし,young man,JLPT_2 JLPT_3
単純,たんじゅん,simplicity,JLPT_2 JLPT_3
誕生,たんじょう,birth,JLPT_2 JLPT_3
ダンス,ダンス,dance,JLPT_2 JLPT_3
団体,だんたい,"organization, association",JLPT_2 JLPT_3
担当,たんとう,(in) charge,JLPT_2 JLPT_3
単なる,たんなる,"mere, simple, sheer",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15
単に,たんに,"simply, merely",JLPT_2 JLPT_3
地,ち,earth,JLPT_2 JLPT_3
地位,ちい,"(social) position, status",JLPT_2 JLPT_3
地域,ちいき,"area, region",JLPT_2 JLPT_3
チーズ,チーズ,cheese,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.09
チーム,チーム,team,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.07
知恵,ちえ,"wisdom, wit, intelligence",JLPT_2 JLPT_3
地下,ちか,"basement, underground",JLPT_2 JLPT_3
違い,ちがい,"difference, discrepancy",Genki_Ln.17 JLPT_3 JLPT_2
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",JLPT_2 JLPT_3
近頃,ちかごろ,"lately, recently, nowadays",JLPT_2 JLPT_3
地球,ちきゅう,the earth,JLPT_2 JLPT_3
地区,ちく,"district, section",JLPT_2 JLPT_3
遅刻,ちこく,"lateness, late coming",JLPT_2 JLPT_3
知事,ちじ,prefectural governor,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.04
知識,ちしき,"knowledge, information",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.01
父親,ちちおや,father,JLPT_2 JLPT_3
知能,ちのう,"intelligence, brains",JLPT_2 JLPT_3
地平線,ちへいせん,horizon,JLPT_2 JLPT_3
地方,ちほう,"area, locality, region",JLPT_2 JLPT_3
茶,ちゃ,tea,JLPT_2 JLPT_3
チャンス,チャンス,"chance, opportunity",JLPT_2 JLPT_3
ちゃんと,ちゃんと,"perfectly, properly, exactly",JLPT_2 JLPT_3
中,ちゅう,"inside, middle, among",JLPT_2 JLPT_3
注,ちゅう,"annotation, explanatory note",JLPT_2 JLPT_3
中央,ちゅうおう,"central, center, middle",JLPT_2 JLPT_3
中学,ちゅうがく,"middle school, junior high school",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.01
中古,ちゅうこ,"used, second-hand",JLPT_2 JLPT_3
中止,ちゅうし,"suspension, stoppage, discontinuance",JLPT_2 JLPT_3
駐車,ちゅうしゃ,"parking (e.g., car)",JLPT_2 JLPT_3
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.06
中心,ちゅうしん,"center, core",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
注目,ちゅうもく,"notice, attention, observation",JLPT_2 JLPT_3
注文,ちゅうもん,"order, request",JLPT_2 JLPT_3
長期,ちょうき,long time period,JLPT_2 JLPT_3
調査,ちょうさ,survey; investigation,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.05
調子,ちょうし,"condition, state, tune, tone",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.05
頂上,ちょうじょう,"top, summit, peak",JLPT_2 JLPT_3
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
貯金,ちょきん,(bank) savings,JLPT_2 JLPT_3
直接,ちょくせつ,"direct, immediate, firsthand",JLPT_2 JLPT_3
著者,ちょしゃ,"author, writer",JLPT_2 JLPT_3
散らす,ちらす,"to scatter, to disperse, to distribute",JLPT_2 JLPT_3
散る,ちる,"to fall, to scatter (e.g., blossoms)",JLPT_2 JLPT_3
遂に,ついに,"finally, at last",JLPT_2 JLPT_3
通過,つうか,"passage through, passing",JLPT_2 JLPT_3
通貨,つうか,currency,JLPT_2 JLPT_3
通学,つうがく,commuting to school,JLPT_2 JLPT_3
通勤,つうきん,commuting to work,JLPT_2 JLPT_3
通行,つうこう,"passage, passing",JLPT_2 JLPT_3
通じる,つうじる,"to run to, to lead to, to communicate",JLPT_2 JLPT_3
通信,つうしん,"correspondence, communications",JLPT_2 JLPT_3
通訳,つうやく,interpretation; interpreter,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.08
捕まる,つかまる,to be arrested; to be caught,JLPT_3 JLPT_2 Genki_Ln.21
掴む,つかむ,"to seize, to catch, to grasp",JLPT_2 JLPT_3
疲れ,つかれ,"tiredness, fatigue",JLPT_2 JLPT_3
付き合い,つきあい,socialization; friendship; association,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.05
付合う,つきあう,"to associate with, to keep company with, to get on with",JLPT_2 JLPT_3
次々,つぎつぎ,"in succession, one by one",JLPT_2 JLPT_3
付く,つく,"to adjoin, to be attached, to adhere",JLPT_2 JLPT_3
就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",JLPT_2 JLPT_3
突く,つく,"to thrust, to strike; to poke",JLPT_2 JLPT_3
次ぐ,つぐ,"to rank next to, to come after",JLPT_2 JLPT_3
注ぐ,つぐ,to pour (into),JLPT_2 JLPT_3
付ける,つける,"to attach, to join, to add",JLPT_2 JLPT_3
着ける,つける,"to put on, to wear; to draw up",JLPT_2 JLPT_3
伝わる,つたわる,"to be handed down, to be transmitted",JLPT_2 JLPT_3
土,つち,"earth, soil",JLPT_2 JLPT_3
続き,つづき,"sequel, continuation",JLPT_2 JLPT_3
包み,つつみ,"bundle, package",JLPT_2 JLPT_3
勤め,つとめ,"work, employment",JLPT_2 JLPT_3
務め,つとめ,duty,JLPT_2 JLPT_3
繋がる,つながる,"to be connected to, to be related to",JLPT_2 JLPT_3
繋ぐ,つなぐ,"to tie, to fasten, to connect",JLPT_2 JLPT_3
繋げる,つなげる,to connect,JLPT_2 JLPT_3
常に,つねに,always (same as いつも) (written expression),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
翼,つばさ,wings,JLPT_2 JLPT_3
つまり,つまり,namely; in other words; in short,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.02
罪,つみ,"crime, fault, indiscretion",JLPT_2 JLPT_3
積む,つむ,"to pile up, to stack",JLPT_2 JLPT_3
詰める,つめる,"to pack, to shorten, to work out (details)",JLPT_2 JLPT_3
積もる,つもる,to pile up,JLPT_2 JLPT_3
梅雨,つゆ,rainy season,JLPT_2 JLPT_3
辛い,つらい,"painful, heart-breaking",JLPT_2 JLPT_3
釣,つり,fishing,JLPT_2 JLPT_3
連れ,つれ,"companion, company",JLPT_2 JLPT_3
出,で,"outflow, coming (going) out, graduate (of)",JLPT_2 JLPT_3
出会い,であい,"meeting, rendezvous, encounter",JLPT_2 JLPT_3
出合い,であい,an encounter,JLPT_2 JLPT_3
出会う,であう,"to meet by chance, to come across, to happen to encounter",JLPT_2 JLPT_3
提案,ていあん,"proposal, proposition, suggestion",JLPT_2 JLPT_3
定期,ていき,fixed term,JLPT_2 JLPT_3
抵抗,ていこう,"resistance, opposition",JLPT_2 JLPT_3
提出,ていしゅつ,"presentation, submission, filing",JLPT_2 JLPT_3
停電,ていでん,failure of electricity,JLPT_2 JLPT_3
程度,ていど,"degree, amount, level",JLPT_2 JLPT_3
停留所,ていりゅうじょ,bus or tram stop,JLPT_2 JLPT_3
デート,デート,date (in the sense of 'social engagement' only),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.05 Genki_Ln.03
敵,てき,"enemy, rival",JLPT_2 JLPT_3
出来事,できごと,"incident happening, event",JLPT_2 JLPT_3
適する,てきする,"to fit, to suit",JLPT_2 JLPT_3
適切,てきせつ,"appropriate, adequate, relevance",JLPT_2 JLPT_3
適度,てきど,moderate,JLPT_2 JLPT_3
適用,てきよう,applying,JLPT_2 JLPT_3
できれば,できれば,if possible…,JLPT_2 JLPT_3
手品,てじな,"conjuring trick, magic",JLPT_2 JLPT_3
ですから,ですから,therefore,JLPT_2 JLPT_3
鉄,てつ,iron,JLPT_2 JLPT_3
哲学,てつがく,philosophy,JLPT_2 JLPT_3
手伝い,てつだい,"help, helper, assistant",JLPT_2 JLPT_3
徹底,てってい,"thoroughness, completeness",JLPT_2 JLPT_3
鉄道,てつどう,railway; railroad,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
徹夜,てつや,"staying up all night, sleepless night",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.07
手間,てま,"time, labor",JLPT_2 JLPT_3
デモ,デモ,"demo, demonstration",JLPT_2 JLPT_3
典型,てんけい,"type, pattern, archetypal",JLPT_2 JLPT_3
天候,てんこう,weather,JLPT_2 JLPT_3
電子,でんし,electron; electronic,JLPT_2 JLPT_3
テント,テント,tent,JLPT_2 JLPT_3
伝統,でんとう,"tradition, convention",JLPT_2 JLPT_3
天然,てんねん,"nature, spontaneity",JLPT_2 JLPT_3
問い,とい,"question, query",JLPT_2 JLPT_3
党,とう,party (political),JLPT_2 JLPT_3
塔,とう,"tower, pagoda",JLPT_2 JLPT_3
答案,とうあん,"examination paper, examination script",JLPT_2 JLPT_3
同一,どういつ,"identity, sameness, similarity",JLPT_2 JLPT_3
銅貨,どうか,copper coin,JLPT_2 JLPT_3
当時,とうじ,"at that time, in those days (same as そのころ)",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
動詞,どうし,verb,JLPT_2 JLPT_3
同時,どうじ,"simultaneous(ly), same time",JLPT_2 JLPT_3
どうしても,どうしても,"at any cost, no matter what, no matter how hard one tries",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
どうぞよろしく,どうぞよろしく,pleased to meet you,JLPT_2 JLPT_3
到着,とうちゃく,arrival,JLPT_2 JLPT_3
道徳,どうとく,morals,JLPT_2 JLPT_3
投票,とうひょう,"voting, poll",JLPT_2 JLPT_3
東洋,とうよう,Orient,JLPT_2 JLPT_3
同様,どうよう,"identical, same (kind), like",JLPT_2 JLPT_3
童謡,どうよう,"children's song, nursery rhyme",JLPT_2 JLPT_3
同僚,どうりょう,colleague; co-worker,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.06 Genki_Ln.21
道路,どうろ,road,JLPT_2 JLPT_3
通す,とおす,"to let pass, to overlook, to continue",JLPT_2 JLPT_3
通り過ぎる,とおりすぎる,"to pass, to pass through",JLPT_2 JLPT_3
都会,とかい,city,JLPT_2 JLPT_3
溶く,とく,to dissolve (paint),JLPT_2 JLPT_3
解く,とく,"to unfasten; answer, solve",JLPT_2 JLPT_3
退く,どく,"to retreat, to recede, to withdraw",JLPT_2 JLPT_3
毒,どく,"poison, toxicant",JLPT_2 JLPT_3
得意,とくい,"pride, triumph, prosperity",JLPT_2 JLPT_3
読書,どくしょ,reading,JLPT_2 JLPT_3
独身,どくしん,"single, unmarried",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
特徴,とくちょう,characteristic(s); feature(s); trait(s),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
特長,とくちょう,"forte, merit",JLPT_2 JLPT_3
独特,どくとく,"peculiarity, uniqueness, characteristic",JLPT_2 JLPT_3
独立,どくりつ,"independence (e.g., Ind. Day), self-support",JLPT_2 JLPT_3
溶ける,とける,"to melt, to thaw, to dissolve",JLPT_2 JLPT_3
解ける,とける,"to come untied, to come apart",JLPT_2 JLPT_3
どこか,どこか,"somewhere, anywhere",JLPT_2 JLPT_3
ところが,ところが,"however, while, even if",JLPT_2 JLPT_3
ところで,ところで,by the way; even if,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.01
登山,とざん,mountain-climbing,JLPT_2 JLPT_3
都市,とし,"town, city, urban",JLPT_2 JLPT_3
年月,としつき,months and years,JLPT_2 JLPT_3
図書,としょ,books,JLPT_2 JLPT_3
年寄,としより,"old people, the aged",JLPT_2 JLPT_3
閉じる,とじる,"to close (e.g., book, eyes), to shut",JLPT_2 JLPT_3
途端,とたん,"just (now, at the moment, etc.)",JLPT_2 JLPT_3
土地,とち,"plot of land, lot, soil",JLPT_2 JLPT_3
突然,とつぜん,"abruptly, suddenly, unexpectedly",JLPT_2 JLPT_3
トップ,トップ,top,JLPT_2 JLPT_3
届く,とどく,to reach,JLPT_2 JLPT_3
とにかく,とにかく,"anyhow, at any rate, anyway",JLPT_3 JLPT_2 Genki_Ln.21
飛ばす,とばす,"to skip over, to omit",JLPT_2 JLPT_3
飛び出す,とびだす,"to jump out, to rush out, to fly out",JLPT_2 JLPT_3
留める,とめる,"to fasten, to turn off, to detain",JLPT_2 JLPT_3
泊める,とめる,to have someone stay (over night) (v.t.),JLPT_3 JLPT_2 Intermediate_Japanese_Ln.01
友,とも,"friend, companion, pal",JLPT_2 JLPT_3
共に,ともに,"sharing with, participate in",JLPT_2 JLPT_3
虎,とら,tiger,JLPT_2 JLPT_3
ドライブ,ドライブ,"drive, driving",Genki_Ln.11 JLPT_3 JLPT_2
トラック,トラック,truck; (running) track,JLPT_2 JLPT_3
ドラマ,ドラマ,drama,JLPT_2 JLPT_3
トランプ,トランプ,playing cards (lit: trump),JLPT_2 JLPT_3
取り上げる,とりあげる,"to take up, to pick up; to confiscate",JLPT_2 JLPT_3
努力,どりょく,"great effort, exertion, endeavor",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
トレーニング,トレーニング,training,JLPT_2 JLPT_3
ドレス,ドレス,dress,JLPT_2 JLPT_3
取れる,とれる,"to come off, to be taken off",JLPT_2 JLPT_3
泥,どろ,mud,JLPT_2 JLPT_3
トン,トン,ton (1000 lbs.),JLPT_2 JLPT_3
とんでもない,とんでもない,"outrageous, No way!",JLPT_2 JLPT_3
どんなに,どんなに,"how, how much",JLPT_2 JLPT_3
トンネル,トンネル,tunnel,JLPT_2 JLPT_3
名,な,"name, reputation",JLPT_2 JLPT_3
内容,ないよう,"subject, contents, detail",JLPT_2 JLPT_3
なお,なお,"still, yet",JLPT_2 JLPT_3
仲,なか,"relation, relationship",JLPT_2 JLPT_3
流す,ながす,"to drain, to float, to shed (e.g., blood, tears)",JLPT_2 JLPT_3
半ば,なかば,"middle, halfway",JLPT_2 JLPT_3
仲間,なかま,"company, fellow, colleague, associate",JLPT_2 JLPT_3
中身,なかみ,content(s); substance,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
中味,なかみ,"contents, interior, filling",JLPT_2 JLPT_3
眺め,ながめ,scene; view; prospect; outlook,JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
眺める,ながめる,"to view, to gaze at",JLPT_2 JLPT_3
流れ,ながれ,"stream, current",JLPT_2 JLPT_3
流れる,ながれる,"to flow, to be washed away",JLPT_2 JLPT_3
亡くす,なくす,to lose someone,JLPT_2 JLPT_3
殴る,なぐる,to strike; to hit; to punch,JLPT_3 JLPT_2 Genki_Ln.21
無し,なし,without,JLPT_2 JLPT_3
なぜなら,なぜなら,because,JLPT_2 JLPT_3
謎,なぞ,"riddle, puzzle, enigma",JLPT_2 JLPT_3
納得,なっとく,"consent, assent, understanding",JLPT_2 JLPT_3
何か,なにか,something,JLPT_3 JLPT_2 Genki_Ln.08
なにも,なにも,nothing,JLPT_2 JLPT_3
鍋,なべ,"saucepan, pot",JLPT_2 JLPT_3
生,なま,"raw, unprocessed",JLPT_2 JLPT_3
怠ける,なまける,"to be idle, to neglect",JLPT_2 JLPT_3
波,なみ,wave,JLPT_2 JLPT_3
涙,なみだ,tear,JLPT_2 JLPT_3
悩む,なやむ,"to agonize, to be troubled",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
鳴らす,ならす,"to ring, to sound",JLPT_2 JLPT_3
為る,なる,"to change, to be of use, to reach to",JLPT_2 JLPT_3
生る,なる,to bear fruit,JLPT_2 JLPT_3
馴れる,なれる,"to become domesticated, to become tame",JLPT_2 JLPT_3
縄,なわ,rope,JLPT_2 JLPT_3
何で,なんで,"Why, What for",JLPT_2 JLPT_3
何でも,なんでも,"by all means, everything",JLPT_2 JLPT_3
何とか,なんとか,"somehow, anyhow, one way or another",JLPT_2 JLPT_3
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
煮える,にえる,"to boil, to cook, to be cooked",JLPT_2 JLPT_3
苦手,にがて,"poor (at), weak (in), dislike (of)",JLPT_2 JLPT_3
握る,にぎる,"to grasp, to seize, to mold sushi",JLPT_2 JLPT_3
日,にち,day,JLPT_2 JLPT_3
日常,にちじょう,"ordinary, regular, everyday",JLPT_2 JLPT_3
日光,にっこう,sunlight,JLPT_2 JLPT_3
