word,kana,desc,tags
成熟,せいじゅく,"maturity, ripeness",JLPT_1
青春,せいしゅん,"youth, springtime of life, adolescent",JLPT_1
清純,せいじゅん,"purity, innocence",JLPT_1
聖書,せいしょ,Bible,JLPT_1
正常,せいじょう,"normalcy, normality, normal",JLPT_1
制する,せいする,"to control, to command",JLPT_1
整然,せいぜん,"orderly, regular, well-organized",JLPT_1
盛装,せいそう,"be dressed up, wear rich clothes",JLPT_1
盛大,せいだい,"grand, prosperous, magnificent",JLPT_1
清濁,せいだく,"good and evil, purity and impurity",JLPT_1
制定,せいてい,"enactment, establishment, creation",JLPT_1
静的,せいてき,static,JLPT_1
製鉄,せいてつ,iron manufacture,JLPT_1
晴天,せいてん,fine weather,JLPT_1
正当,せいとう,"just, due, proper",JLPT_1
制服,せいふく,uniform,JLPT_1
征服,せいふく,"conquest, subjugation, overcoming",JLPT_1
製法,せいほう,"manufacturing method, recipe, formula",JLPT_1
精密,せいみつ,"precise, exact, detailed, minute",JLPT_1
税務署,ぜいむしょ,tax office,JLPT_1
制約,せいやく,"limitation, constraints",JLPT_1
勢力,せいりょく,"influence, power, might, strength",JLPT_1
整列,せいれつ,"stand in a row, form a line",JLPT_1
セール,セール,sale,JLPT_1
急かす,せかす,"to hurry, to urge on",JLPT_1
伜,せがれ,"son, my son",JLPT_1
責務,せきむ,"duty, obligation",JLPT_1
セクション,セクション,section,JLPT_1
世辞,せじ,"flattery, compliment",JLPT_1
世帯,せたい,household,JLPT_1
是正,ぜせい,"correction, revision",JLPT_1
世代,せだい,generation,JLPT_1
切開,せっかい,"opening up, cutting through",JLPT_1
セックス,セックス,sex,JLPT_1
切実,せつじつ,"compelling, serious, severe, acute",JLPT_1
接触,せっしょく,"touch, contact",JLPT_1
接続詞,せつぞくし,conjunction,JLPT_1
設置,せっち,"establishment, institution",JLPT_1
折衷,せっちゅう,"compromise, cross, blending, eclecticism",JLPT_1
設定,せってい,"establishment, creation",JLPT_1
説得,せっとく,persuasion,JLPT_1
切ない,せつない,"painful, trying, sad",JLPT_1
絶版,ぜっぱん,out of print,JLPT_1
設立,せつりつ,"establishment, foundation, institution",JLPT_1
攻め,せめ,"attack, offense",JLPT_1
ゼリー,ゼリー,jelly,JLPT_1
セレモニー,セレモニー,ceremony,JLPT_1
世論,せろん,public opinion,JLPT_1
先,せん,"priority, precedence, previous",JLPT_1
繊維,せんい,"fiber, fiber, textile",JLPT_1
全快,ぜんかい,complete recovery of health,JLPT_1
宣教,せんきょう,religious mission,JLPT_1
宣言,せんげん,"declaration, proclamation, announcement",JLPT_1
戦災,せんさい,war damage,JLPT_1
専修,せんしゅう,specialization,JLPT_1
戦術,せんじゅつ,tactics,JLPT_1
センス,センス,"sense (for music, style, tact, etc.)",JLPT_1
潜水,せんすい,diving,JLPT_1
全盛,ぜんせい,height of prosperity,JLPT_1
先代,せんだい,"family predecessor, previous age, previous generation",JLPT_1
先だって,せんだって,"recently, the other day",JLPT_1
先着,せんちゃく,first arrival,JLPT_1
前提,ぜんてい,"preamble, premise, prerequisite",JLPT_1
先天的,せんてんてき,"inherent, congenital, hereditary",JLPT_1
前途,ぜんと,"future prospects, outlook, the journey ahead",JLPT_1
戦闘,せんとう,"battle, fight, combat",JLPT_1
潜入,せんにゅう,"infiltration, sneaking in",JLPT_1
船舶,せんぱく,ship,JLPT_1
全滅,ぜんめつ,annihilation,JLPT_1
専用,せんよう,"exclusive use, personal use",JLPT_1
占領,せんりょう,"occupation, possession, have a room to oneself",JLPT_1
善良,ぜんりょう,"goodness, excellence, virtue",JLPT_1
戦力,せんりょく,war potential,JLPT_1
前例,ぜんれい,precedent,JLPT_1
相応,そうおう,"suitability, fitness",JLPT_1
総会,そうかい,general meeting,JLPT_1
創刊,そうかん,"launching (e.g., newspaper, first issue)",JLPT_1
雑木,ぞうき,"various kinds of small trees, assorted trees",JLPT_1
早急,そうきゅう,urgent,JLPT_1
早急,さっきゅう,urgent,JLPT_1
増強,ぞうきょう,"reinforce, increase",JLPT_1
送金,そうきん,"remittance, sending money",JLPT_1
走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)",JLPT_1
総合,そうごう,"synthesis, generalization",JLPT_1
捜索,そうさく,"search (esp. for someone or something missing, investigation)",JLPT_1
蔵相,ぞうしょう,Minister of Finance,JLPT_1
装飾,そうしょく,ornament,JLPT_1
増進,ぞうしん,"promoting, increase, advance",JLPT_1
相対,そうたい,relative,JLPT_1
壮大,そうだい,"magnificent, grand, majestic",JLPT_1
騒動,そうどう,"strife, riot, rebellion",JLPT_1
遭難,そうなん,"disaster, shipwreck, accident",JLPT_1
相場,そうば,"market price, speculation, estimation",JLPT_1
装備,そうび,equipment,JLPT_1
創立,そうりつ,"establishment, founding",JLPT_1
添える,そえる,"to add to, to attach, to accompany",JLPT_1
ソース,ソース,source,JLPT_1
即座に,そくざに,"immediately, right away",JLPT_1
促進,そくしん,"promotion, acceleration, encouragement",JLPT_1
即する,そくする,"to conform to, to agree with, to be adapted to,",JLPT_1
束縛,そくばく,"restraint, restriction, confinement",JLPT_1
側面,そくめん,"side, sidelight, lateral",JLPT_1
損う,そこなう,"to harm, to hurt",JLPT_1
そこら,そこら,"everywhere, somewhere",JLPT_1
素材,そざい,"raw materials, subject matter",JLPT_1
阻止,そし,"obstruction, check, hindrance",JLPT_1
訴訟,そしょう,"litigation, lawsuit",JLPT_1
育ち,そだち,"breeding, growth",JLPT_1
措置,そち,"measure, step",JLPT_1
ソックス,ソックス,socks,JLPT_1
素っ気無い,そっけない,"cold, short, curt, blunt",JLPT_1
外方,そっぽ,look (or turn) the other way,JLPT_1
備え付ける,そなえつける,"to provide, to equip, to install",JLPT_1
備わる,そなわる,to be furnished with,JLPT_1
具わる,そなわる,to be furnished with,JLPT_1
聳える,そびえる,"to rise, to tower, to soar",JLPT_1
素朴,そぼく,"simplicity, artlessness, naivety",JLPT_1
背く,そむく,"to run counter to, to go against",JLPT_1
染まる,そまる,to be dyed,JLPT_1
染める,そめる,"to dye, to color",JLPT_1
そらす,そらす,"to bend, to warp",JLPT_1
そり (～にのる),そり (～にのる),"sleigh, sled",JLPT_1
反る,そる,"to warp, to be warped, to curve",JLPT_1
それゆえ,それゆえ,"therefore, for that reason, so",JLPT_1
ソロ,ソロ,solo,JLPT_1
揃い,そろい,"set, suit, uniform",JLPT_1
ぞんざい,ぞんざい,"rude, careless, slovenly",JLPT_1
損失,そんしつ,loss,JLPT_1
存続,そんぞく,"duration, continuance",JLPT_1
ダース,ダース,dozen,JLPT_1
対応,たいおう,dealing with,JLPT_1
大家,たいか,"rich family, distinguished family",JLPT_1
退化,たいか,"degeneration, retrogression",JLPT_1
大概,たいがい,"in general, mainly",JLPT_1
体格,たいかく,"physique, constitution",JLPT_1
大金,たいきん,large amount of money,JLPT_1
待遇,たいぐう,"treatment, reception",JLPT_1
対決,たいけつ,"confrontation, showdown",JLPT_1
体験,たいけん,personal experience,JLPT_1 Intermediate_Japanese_Ln.13
対抗,たいこう,"opposition, antagonism",JLPT_1
退治,たいじ,extermination,JLPT_1
大衆,たいしゅう,general public,JLPT_1
対処,たいしょ,"deal with, cope",JLPT_1
退職,たいしょく,retirement (from office),JLPT_1
題する,だいする,to title,JLPT_1
態勢,たいせい,"attitude, conditions, tendency",JLPT_1
対談,たいだん,"talk, dialogue",JLPT_1
大胆,だいたん,"bold, daring, audacious",JLPT_1
対等,たいとう,equivalent,JLPT_1
台無し,だいなし,"mess, spoiled, (come to) nothing",JLPT_1
滞納,たいのう,"non-payment, default",JLPT_1
対比,たいひ,"contrast, comparison",JLPT_1
タイピスト,タイピスト,typist,JLPT_1
大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)",JLPT_1
大便,だいべん,feces,JLPT_1
代弁,だいべん,speak for another,JLPT_1
待望,たいぼう,"long-expected, waiting",JLPT_1
台本,だいほん,"libretto, scenario",JLPT_1
タイマー,タイマー,timer,JLPT_1
怠慢,たいまん,"negligence, carelessness",JLPT_1
タイミング,タイミング,timing,JLPT_1
タイム,タイム,time,JLPT_1
タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI",JLPT_1
対面,たいめん,"interview, meeting",JLPT_1
代用,だいよう,substitution,JLPT_1
体力,たいりょく,physical strength,JLPT_1
タイル,タイル,tile,JLPT_1
対話,たいわ,"conversation, dialogue",JLPT_1
耐える,たえる,"to endure, to put up with",JLPT_1
堪える,たえる,"to endure, to put up with",JLPT_1
絶える,たえる,"to die out, to become extinct",JLPT_1
断える,たえる,"to cease, to become extinct",JLPT_1
打開,だかい,"solution, breakthrough",JLPT_1
焚火,たきび,(open) fire,JLPT_1
妥協,だきょう,"compromise, giving in",JLPT_1
たくましい,たくましい,"burly, strong, sturdy",JLPT_1
巧み,たくみ,"skill, cleverness",JLPT_1
丈,たけ,"length, height",JLPT_1
打撃,だげき,"blow, damage; batting (baseball)",JLPT_1
妥結,だけつ,agreement,JLPT_1
駄作,ださく,poor work,JLPT_1
足し算,たしざん,addition,JLPT_1
多数決,たすうけつ,majority rule,JLPT_1
助け,たすけ,assistance,JLPT_1
携わる,たずさわる,"to engage, to involve",JLPT_1
漂う,ただよう,"to drift about, to float, to hang in air",JLPT_1
立ち去る,たちさる,"to leave, to depart",JLPT_1
立ち寄る,たちよる,"to stop by, to drop in for a short visit",JLPT_1
抱っこ,だっこ,(child's) hug,JLPT_1
達者,たっしゃ,"skillful, in good health",JLPT_1
脱出,だっしゅつ,escape,JLPT_1
脱する,だっする,"to escape from, to get out",JLPT_1
達成,たっせい,achievement,JLPT_1
脱退,だったい,"secession, withdrawal",JLPT_1
だったら,だったら,if it's the case,JLPT_1
立て替える,たてかえる,"to pay in advance, to pay for another",JLPT_1
建前,たてまえ,position; stance one takes in public; principle,JLPT_1 Intermediate_Japanese_Ln.15
奉る,たてまつる,"to offer, to do respectfully",JLPT_1
だと,だと,if it's the case,JLPT_1
他動詞,たどうし,transitive verb (direct object),JLPT_1
辿り着く,たどりつく,"to reach, to make it somehow",JLPT_1
辿る,たどる,"to follow (road, to pursue (course), to follow up",JLPT_1
束ねる,たばねる,"to tie up in a bundle, to control",JLPT_1
だぶだぶ,だぶだぶ,"loose, baggy",JLPT_1
他方,たほう,"another side, on the other hand",JLPT_1
多忙,たぼう,busy,JLPT_1
給う,たまう,"to receive, to grant",JLPT_1
魂,たましい,"soul, spirit",JLPT_1
溜まり,たまり,"collected things, gathering place, arrears",JLPT_1
賜る,たまわる,"to grant, to bestow",JLPT_1
保つ,たもつ,"to keep, to preserve, to sustain",JLPT_1
たやすい,たやすい,"easy, simple, light",JLPT_1
多様,たよう,"diversity, variety",JLPT_1
だるい,だるい,"sluggish, feel heavy (tired), languid",JLPT_1 Intermediate_Japanese_Ln.12
弛み,たるみ,"slack, slackening",JLPT_1
弛む,たるむ,"to slacken, to loosen, to relax",JLPT_1
垂れる,たれる,"to hang, to droop; to drip",JLPT_1
タレント,タレント,"talent, star, personality",JLPT_1
タワー,タワー,tower,JLPT_1
単一,たんいつ,"single, simple, sole",JLPT_1
短歌,たんか,31-syllable Japanese poem,JLPT_1
担架,たんか,"stretcher, litter",JLPT_1
短気,たんき,quick temper,JLPT_1
団結,だんけつ,"unity, union, solidarity",JLPT_1
探検,たんけん,"exploration, expedition",JLPT_1
断言,だんげん,"assertion, declaration, affirmation",JLPT_1
短縮,たんしゅく,"shortening, abbreviation, reduction",JLPT_1
断然,だんぜん,"firmly, absolutely, definitely",JLPT_1
炭素,たんそ,carbon (C),JLPT_1
短大,たんだい,junior college,JLPT_1
単調,たんちょう,"monotony, monotone, dullness",JLPT_1
単独,たんどく,"sole, single",JLPT_1
旦那,だんな,"master (of house), husband (informal)",JLPT_1
短波,たんぱ,short wave,JLPT_1
蛋白質,たんぱくしつ,protein,JLPT_1
ダンプ,ダンプ,dump truck,JLPT_1
断面,だんめん,cross section,JLPT_1
弾力,だんりょく,"elasticity, flexibility",JLPT_1
治安,ちあん,"public order, security",JLPT_1
チームワーク,チームワーク,teamwork,JLPT_1
チェンジ,チェンジ,change,JLPT_1
違える,ちがえる,to change,JLPT_1
畜産,ちくさん,animal husbandry,JLPT_1
畜生,ちくしょう,"beast, brute, damn",JLPT_1
蓄積,ちくせき,"accumulation, accumulate, store",JLPT_1
地形,ちけい,"landform, geographical features, topography",JLPT_1
知性,ちせい,intelligence,JLPT_1
乳,ちち,"milk, breast, loop",JLPT_1
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink",JLPT_1
秩序,ちつじょ,"order, regularity",JLPT_1 Intermediate_Japanese_Ln.10
窒息,ちっそく,suffocation,JLPT_1
知的,ちてき,intellectual,JLPT_1
着手,ちゃくしゅ,"embarkation, launch",JLPT_1
着色,ちゃくしょく,"coloring, coloring",JLPT_1
着席,ちゃくせき,"sit down, seat",JLPT_1
着目,ちゃくもく,attention,JLPT_1
着陸,ちゃくりく,"landing, touch down",JLPT_1
着工,ちゃっこう,start of (construction) work,JLPT_1
茶の間,ちゃのま,living room (Japanese style),JLPT_1
茶の湯,ちゃのゆ,tea ceremony,JLPT_1
ちやほや,ちやほや,"pamper, make a fuss of, spoil",JLPT_1
チャンネル,チャンネル,a channel,JLPT_1
宙返り,ちゅうがえり,"somersault, looping-the-loop",JLPT_1
中継,ちゅうけい,"relay, hook-up",JLPT_1
忠告,ちゅうこく,"advice, warning",JLPT_1
中傷,ちゅうしょう,"slander, libel, defamation",JLPT_1
中枢,ちゅうすう,"center, mainstay, nucleus",JLPT_1
抽選,ちゅうせん,"lottery, raffle, drawing (of lots)",JLPT_1
中断,ちゅうだん,"interruption, suspension, break",JLPT_1
中毒,ちゅうどく,poisoning,JLPT_1
中腹,ちゅうふく,"mountain side, halfway up",JLPT_1
中立,ちゅうりつ,neutrality,JLPT_1
中和,ちゅうわ,"neutralize, counteract",JLPT_1
～著,～ちょ,written by ~,JLPT_1
腸,ちょう,"bowels, intestines",JLPT_1
蝶,ちょう,butterfly,JLPT_1
超,ちょう,"super-, ultra-, hyper-",JLPT_1
調印,ちょういん,"signature, sign, sealing",JLPT_1
聴覚,ちょうかく,the sense of hearing,JLPT_1
長官,ちょうかん,"chief, (government) secretary",JLPT_1
聴講,ちょうこう,"lecture attendance, auditing",JLPT_1
徴収,ちょうしゅう,"collection, levy",JLPT_1
聴診器,ちょうしんき,stethoscope,JLPT_1
調停,ちょうてい,"arbitration, conciliation, mediation",JLPT_1
重複,ちょうふく,"duplication, repetition, overlapping, redundancy, restoration",JLPT_1
長編,ちょうへん,"long (e.g., novel, film)",JLPT_1
重宝,ちょうほう,"convenient, useful",JLPT_1
調理,ちょうり,cooking,JLPT_1
調和,ちょうわ,harmony,JLPT_1
ちょくちょく,ちょくちょく,"often, frequently, now and then, occasionally",JLPT_1
直面,ちょくめん,confrontation,JLPT_1
著書,ちょしょ,"literary work, book",JLPT_1
貯蓄,ちょちく,savings,JLPT_1
直感,ちょっかん,"intuition, instinct",JLPT_1
著名,ちょめい,"well-known, noted, celebrated",JLPT_1
ちらっと,ちらっと,"at a glance, by accident",JLPT_1
塵,ちり,"dust, dirt",JLPT_1
塵取り,ちりとり,dustpan,JLPT_1
賃金,ちんぎん,wages,JLPT_1
沈殿,ちんでん,"precipitation, deposition, settlement",JLPT_1
沈没,ちんぼつ,"sinking, foundering",JLPT_1
沈黙,ちんもく,"silence, reticence",JLPT_1
陳列,ちんれつ,"exhibition, display, show",JLPT_1
追及,ついきゅう,"investigation, inquiry",JLPT_1
追跡,ついせき,pursuit,JLPT_1
追放,ついほう,"exile, banishment",JLPT_1
費やす,ついやす,"to spend, to devote, to waste",JLPT_1
墜落,ついらく,"falling, crashing",JLPT_1
痛感,つうかん,"feeling keenly, fully realizing",JLPT_1
通常,つうじょう,"common, normal, usual",JLPT_1
痛切,つうせつ,"keen, deep",JLPT_1
杖,つえ,cane,JLPT_1
使い道,つかいみち,use,JLPT_1
仕える,つかえる,"to serve, to work for",JLPT_1
司る,つかさどる,"to rule, to govern, to administer",JLPT_1
つかの間,つかのま,"moment, brief time,",JLPT_1
月並,つきなみ,"conventional, trite, common",JLPT_1
継目,つぎめ,"joint, seam",JLPT_1
尽きる,つきる,"to be used up, to be run out",JLPT_1
尽くす,つくす,"to exhaust, to run out; to devote, to serve",JLPT_1
つくづく,つくづく,"completely, really",JLPT_1
作り,つくり,"make up, structure, physique",JLPT_1
造り,つくり,"make up, structure, physique",JLPT_1
繕う,つくろう,"to mend, to repair",JLPT_1
付け加える,つけくわえる,to add one thing to another,JLPT_1
告げる,つげる,to inform,JLPT_1
つじつま (はなしの～),つじつま (はなしの～),"coherence, consistency",JLPT_1
筒,つつ,"pipe, tube",JLPT_1
突く,つつく,"to thrust, to strike, to attack; to poke, to nudge, to pick at",JLPT_1
突っ突く,つっつく,to prompt someone,JLPT_1
謹む,つつしむ,"to be careful, to be chaste or discreet",JLPT_1
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",JLPT_1
務まる,つとまる,"be equal, be fit",JLPT_1
勤め先,つとめさき,place of work,JLPT_1
努めて,つとめて,"make an effort!, work hard!",JLPT_1
津波,つなみ,"tsunami, tidal wave",JLPT_1
つねる,つねる,to pinch,JLPT_1
角,つの,horn,JLPT_1
募る,つのる,"to invite, to solicit help, participation, etc",JLPT_1
唾,つば,"saliva, spit, sputum",JLPT_1
呟く,つぶやく,"to mutter, to murmur",JLPT_1
つぶら,つぶら,"round, rotund",JLPT_1
つぶる (めを～),つぶる (めを～),to close the eyes,JLPT_1
壷,つぼ,"jar, pot, vase",JLPT_1
蕾,つぼみ,"bud, flower bud",JLPT_1
連なる,つらなる,"to extend, to stretch out, to stand in a row",JLPT_1
貫く,つらぬく,to go through,JLPT_1
連ねる,つらねる,"to link, to join, to put together",JLPT_1
釣り鐘,つりがね,temple bell (for striking),JLPT_1
吊り革,つりかわ,strap,JLPT_1
手当,てあて,"allowance, compensation; treatment",JLPT_1
定義,ていぎ,definition,JLPT_1
提供,ていきょう,"offer, program sponsoring",JLPT_1
提携,ていけい,"cooperation, tie-up, joint business",JLPT_1
体裁,ていさい,"decency, style, form, appearance",JLPT_1
提示,ていじ,"presentation, exhibit, suggest, citation",JLPT_1
ティシュペーパー,ティシュペーパー,tissue,JLPT_1
定食,ていしょく,"fixed-price lunch, set meal, dinner",JLPT_1 Intermediate_Japanese_Ln.13
訂正,ていせい,"correction, revision",JLPT_1
停滞,ていたい,"stagnation, tie-up, congestion, retention",JLPT_1
邸宅,ていたく,"mansion, residence",JLPT_1
定年,ていねん,retirement age,JLPT_1
堤防,ていぼう,"bank, weir",JLPT_1
手遅れ,ておくれ,being (too); belated treatment,JLPT_1
でかい,でかい,huge,JLPT_1
手掛かり,てがかり,"hint, clue, key",JLPT_1
手掛ける,てがける,"to handle, to manage, to work with",JLPT_1
手数,てかず,"trouble, labor, handling",JLPT_1
手軽,てがる,"easy, simple, cheap",JLPT_1
適応,てきおう,"adaptation, accommodation, conformity",JLPT_1
適宜,てきぎ,suitability,JLPT_1
適性,てきせい,aptitude,JLPT_1
できもの,できもの,"boil, rash",JLPT_1
手際,てぎわ,"performance, skill, tact",JLPT_1
出くわす,でくわす,"to happen to meet, to come across",JLPT_1
手順,てじゅん,"process, procedure, protocol",JLPT_1 Intermediate_Japanese_Ln.12
手錠,てじょう,"handcuffs, manacles",JLPT_1
手数,てすう,"trouble, labor, handling",JLPT_1
デコレーション,デコレーション,decoration,JLPT_1
手近,てぢか,"near, handy, familiar",JLPT_1
てっきり,てっきり,"surely, certainly, beyond doubt",JLPT_1
鉄鋼,てっこう,iron and steel,JLPT_1
デッサン,デッサン,rough sketch (FRE: dessin),JLPT_1
徹する,てっする,"to devote oneself, to believe in",JLPT_1
てっぺん,てっぺん,"top, summit, apex",JLPT_1
鉄棒,てつぼう,"iron rod, crowbar, horizontal bar (gymnastics)",JLPT_1
出直し,でなおし,"adjustment, touch up",JLPT_1
掌,てのひら,the palm,JLPT_1
手配,てはい,"arrangement, search (by police)",JLPT_1
手筈,てはず,"arrangement, plan, program",JLPT_1
手引,てびき,"guidance, guide, introduction",JLPT_1
手本,てほん,"model, pattern",JLPT_1
手回し,てまわし,"preparations, arrangements",JLPT_1
手元,てもと,"(money) on hand or at home, one's purse; usual skill",JLPT_1
デモンストレーション,デモンストレーション,demonstration,JLPT_1
照り返す,てりかえす,"to reflect, to throw back light",JLPT_1
テレックス,テレックス,"telex, teletypewriter exchange",JLPT_1
手分け,てわけ,division of labor,JLPT_1
天,てん,"heaven, sky",JLPT_1
田園,でんえん,"country, rural districts",JLPT_1
天下,てんか,"the world, whole country",JLPT_1
転回,てんかい,"revolution, rotation",JLPT_1
連休,れんきゅう,consecutive holidays,JLPT_1
レンジ,レンジ,"range, stove",JLPT_1
連日,れんじつ,every day,JLPT_1
連帯,れんたい,solidarity,JLPT_1
レンタカー,レンタカー,rented car,JLPT_1
連中,れんちゅう,"colleagues, company, a lot",JLPT_1
レントゲン,レントゲン,X-ray (lit: Roentgen),JLPT_1
連邦,れんぽう,"commonwealth, federation of states",JLPT_1
連盟,れんめい,"league, union, alliance",JLPT_1
老衰,ろうすい,"senility, senile decay",JLPT_1
朗読,ろうどく,"reading aloud, recitation",JLPT_1
浪費,ろうひ,"waste, extravagance",JLPT_1
労力,ろうりょく,"labor, effort, trouble",JLPT_1
ロープウエイ,ロープウエイ,"ropeway, aerial tram",JLPT_1
ロープ,ロープ,rope,JLPT_1
ろくな,ろくな,"satisfactory, decent",JLPT_1
露骨,ろこつ,"blunt, outspoken; conspicuous; broad, suggestive",JLPT_1
ロマンチック,ロマンチック,romantic,JLPT_1
論議,ろんぎ,discussion,JLPT_1
論理,ろんり,logic,JLPT_1
惑星,わくせい,planet,JLPT_1
技,わざ,"art, technique",JLPT_1
わざわざ,わざわざ,"take the trouble (to do), doing something especially rather than incidentally",JLPT_1 Intermediate_Japanese_Ln.09
煩わしい,わずらわしい,"burdensome, troublesome, complicated",JLPT_1 Intermediate_Japanese_Ln.15
渡り鳥,わたりどり,"migratory bird, bird of passage",JLPT_1
ワット,ワット,watt,JLPT_1
詫び,わび,apology,JLPT_1
和文,わぶん,"Japanese text, sentence in Japanese",JLPT_1
藁,わら,straw,JLPT_1
～割,～わり,~ percent,JLPT_1
割当,わりあて,"allotment, allocation, quota",JLPT_1
割込む,わりこむ,"to cut in, to disturb",JLPT_1
悪者,わるもの,"bad fellow, rascal",JLPT_1
我,われ,"me, oneself, self, ego",JLPT_1
捗る,はかどる,"to make progress, to move right ahead (with the work), to advance",JLPT_1
はかない,はかない,"short-lived, momentary, ephemeral",JLPT_1
ばかばかしい,ばかばかしい,stupid,JLPT_1
破棄,はき,"revocation, annulment, breaking (e.g., treaty)",JLPT_1
剥ぐ,はぐ,"to tear off, to peel off, to rip off",JLPT_1
迫害,はくがい,persecution,JLPT_1
薄弱,はくじゃく,"feebleness, weakness, weak",JLPT_1
白状,はくじょう,confession,JLPT_1
漠然,ばくぜん,"obscure, vague, equivocal",JLPT_1
爆弾,ばくだん,bomb,JLPT_1
爆破,ばくは,"blast, explosion, blow up",JLPT_1
暴露,ばくろ,"disclosure, exposure, revelation",JLPT_1
励ます,はげます,"to encourage, to cheer, to raise (the voice)",JLPT_1 Intermediate_Japanese_Ln.13
励む,はげむ,"to be zealous, to make an effort",JLPT_1
剥げる,はげる,"to come off, to be worn off, to fade, to discolor",JLPT_1
化ける,ばける,"to disguise, to take the form of",JLPT_1
派遣,はけん,"dispatch, send",JLPT_1
恥,はじ,"shame, embarrassment",JLPT_1
弾く,はじく,"to play (piano, guitar)",JLPT_1
パジャマ,パジャマ,pajamas,JLPT_1
恥じらう,はじらう,"to feel shy, to be bashful, to blush",JLPT_1
恥じる,はじる,to feel ashamed,JLPT_1
橋渡し,はしわたし,"bridge building', mediation",JLPT_1
弾む,はずむ,"to bounce, to be encouraged, to splurge on",JLPT_1
破損,はそん,damage,JLPT_1
叩く,はたく,"to strike, to clap, to dust, to beat",JLPT_1
裸足,はだし,barefoot,JLPT_1
果たす,はたす,"to accomplish, to fulfill, to carry out, to achieve",JLPT_1
蜂蜜,はちみつ,honey,JLPT_1
パチンコ,パチンコ,pachinko (Japanese pinball),JLPT_1
罰,ばつ,"punishment, penalty",JLPT_1
発育,はついく,"(physical) growth, development",JLPT_1
発芽,はつが,germination,JLPT_1
発掘,はっくつ,"excavation, exhumation; discovery (e.g., new talent)",JLPT_1
発言,はつげん,"utterance, speech, proposal",JLPT_1
バッジ,バッジ,badge,JLPT_1
発生,はっせい,"outbreak, spring forth, occurrence",JLPT_1
仕立てる,したてる,"to tailor, to make, to prepare",JLPT_1
下取り,したどり,"trade in, part exchange",JLPT_1
下火,したび,"burning low, waning, declining",JLPT_1
実,じつ,"fruit, good result",JLPT_1
実家,じっか,(one's parents') home,JLPT_1
失格,しっかく,"disqualification, elimination, incapacity (legal)",JLPT_1
質疑,しつぎ,question,JLPT_1
失脚,しっきゃく,"losing one's standing, being overthrown, falling",JLPT_1
実業家,じつぎょうか,"industrialist, businessman",JLPT_1
シック,シック,chic,JLPT_1
じっくり,じっくり,"deliberately, carefully",JLPT_1
躾,しつけ,"discipline, training",JLPT_1
躾ける,しつける,"to discipline, to teach manners",JLPT_1
実践,じっせん,"practice, put into practice",JLPT_1
質素,しっそ,"simplicity, modesty, frugality",JLPT_1
実態,じったい,"truth, fact",JLPT_1
失調,しっちょう,"lack of harmony, imbalance",JLPT_1
嫉妬,しっと,jealousy,JLPT_1
実費,じっぴ,"actual expense, cost price",JLPT_1
指摘,してき,"pointing out, identification",JLPT_1
自転,じてん,"rotation, spin",JLPT_1
助動詞,じょどうし,auxiliary verb,JLPT_1
淑やか,しとやか,graceful,JLPT_1
萎びる,しなびる,"to shrivel, to fade",JLPT_1
シナリオ,シナリオ,scenario,JLPT_1
しなやか,しなやか,"supple, flexible, elastic",JLPT_1
屎尿,しにょう,human waste,JLPT_1
地主,じぬし,landlord,JLPT_1
凌ぐ,しのぐ,"to outdo, to surpass; to endure",JLPT_1
芝,しば,lawn,JLPT_1
始発,しはつ,first train,JLPT_1
耳鼻科,じびか,otolaryngology,JLPT_1
私物,しぶつ,"private property, personal effects",JLPT_1
しぶとい,しぶとい,"tenacious, stubborn",JLPT_1
司法,しほう,administration of justice,JLPT_1
始末,しまつ,disposal; cleaning up afterwards,JLPT_1
染みる,しみる,to soak; pierce,JLPT_1
使命,しめい,"mission, errand, message",JLPT_1
地元,じもと,local,JLPT_1
視野,しや,"field of vision, outlook",JLPT_1
弱,じゃく,"delicate, supple",JLPT_1
社交,しゃこう,social life,JLPT_1
ジャズ,ジャズ,jazz,JLPT_1
謝絶,しゃぜつ,refusal,JLPT_1
社宅,しゃたく,company owned house,JLPT_1
若干,じゃっかん,"some, few, number of",JLPT_1
三味線,しゃみせん,three-stringed Japanese guitar,JLPT_1
斜面,しゃめん,"slope, slanting surface, bevel",JLPT_1
砂利,じゃり,"gravel, ballast, pebbles",JLPT_1
洒落る,しゃれる,"to joke, to play on words; stylish",JLPT_1
ジャンパー,ジャンパー,"jacket, jumper",JLPT_1
ジャンプ,ジャンプ,jump,JLPT_1
ジャンボ,ジャンボ,jumbo,JLPT_1
ジャンル,ジャンル,genre,JLPT_1
主,しゅ,"owner, master, god",JLPT_1
種,しゅ,seed; variety,JLPT_1
私有,しゆう,private ownership,JLPT_1
～宗,～しゅう,sect,JLPT_1
収益,しゅうえき,"earnings, proceeds, returns",JLPT_1
修学,しゅうがく,learning,JLPT_1
周期,しゅうき,"cycle, period",JLPT_1
衆議院,しゅうぎいん,"Lower House, House of Representatives",JLPT_1
就業,しゅうぎょう,"employment, starting work",JLPT_1
従業員,じゅうぎょういん,"employee, worker",JLPT_1
