idx,word,kana,pos,desc,group,lesson
947,シャワー,シャワー,名,淋浴,1,120
948,おなか,おなか,名,肚子,1,120
949,授業,じゅぎょう,名,授课，上课,1,120
950,資料,しりょう,名,资料,1,120
951,フランス語,フランスご,名,法语,1,120
952,小説,しょうせつ,名,小说,1,120
953,海岸,かいがん,名,海岸,1,120
954,冬休み,ふゆやすみ,名,寒假,1,120
955,キャンプ,キャンプ,名,野营,1,120
956,みんな,みんな,名,大家,1,120
957,自分,じぶん,名,自己,1,120
958,全員,ぜんいん,名,全员,1,120
959,弾きます,ひきます,动1,【他】弹,1,120
960,すきます,すきます,动1,【自】（肚子）饿，空,1,120
961,登ります,のぼります,动1,【自】登，上,1,120
962,集めます,あつめます,动2,【他】收集,1,120
963,浴びます,あびます,动2,【他】淋；浇,1,120
964,ごちそうします,ごちそうします,动3,请客，摆盛宴,1,120
965,帰国します,きこくします,动3,回国,1,120
966,特に,とくに,副,特别,1,120
967,お腹がすきます,おなかがすきます,熟语,肚子饿,1,120
968,言葉,ことば,名,语言,1,121
969,メールアドレス,メールアドレス,名,邮件地址,1,121
970,連休,れんきゅう,名,连休,1,121
971,ゴールデンウィーク,ゴールデンウィーク,名,黄金周,1,121
972,終わり,おわり,名,结束,1,121
973,休憩時間,きゅうけいじかん,名,休息时间,1,121
974,京劇,きょうげき,名,京剧,1,121
975,切符,きっぷ,名,票（券）,1,121
976,体,からだ,名,身体,1,121
977,地震,じしん,名,地震,1,121
978,泥棒,どろぼう,名,小偷，盗贼,1,121
979,駐車場,ちゅうしゃじょう,名,停车场,1,121
980,渡します,わたします,动1,【他】交给,1,121
981,遅れます,おくれます,动2,【自】迟到,1,121
982,考えます,かんがえます,动2,【他】考虑,1,121
983,調べます,しらべます,动2,【他】调查,1,121
984,着ます,きます,动2,【他】穿,1,121
985,予約します,よやくします,动3,预约,1,121
986,感謝します,かんしゃします,动3,感谢,1,121
987,運動します,うんどうします,动3,运动,1,121
988,洗濯します,せんたくします,动3,洗涤，洗,1,121
989,報告します,ほうこくします,动3,报告,1,121
990,危ない,あぶない,形1,危险,1,121
991,それとも,それとも,连,还是，或者,1,121
992,東京タワー,とうきょうタワー,专,东京塔,1,121
993,そんなに,そんなに,熟语,那么,1,121
994,スキー場,スキーじょう,名,滑雪场,1,122
995,送別会,そうべつかい,名,欢送会,1,122
996,都合,つごう,名,方便；情况,1,122
997,予定,よてい,名,预约,1,122
998,おもちゃ,おもちゃ,名,玩具,1,122
999,火事,かじ,名,火灾,1,122
1000,期間,きかん,名,时间，期间,1,122
1001,転勤,てんきん,名,调动工作,1,122
1002,携帯,けいたい,名,手机,1,122
1003,バドミントン,バドミントン,名,羽毛球,1,122
1004,ラケット,ラケット,名,球拍,1,122
1005,奥さん,おくさん,名,夫人，（别人的）爱人,1,122
1006,歌手,かしゅ,名,歌手,1,122
1007,大統領,だいとうりょう,名,总统,1,122
1008,やります,やります,动1,做,1,122
1009,うれしい,うれしい,形1,高兴,1,122
1010,眠い,ねむい,形1,困倦,1,122
1011,重い,おもい,形1,重，沉重,1,122
1012,急,きゅう,形2,突然；紧急,1,122
1013,まあまあ,まあまあ,副,大致，还算,1,122
1014,あんまり,あんまり,副,太，非常，过于,1,122
1015,ごめん,ごめん,叹,抱歉，请原谅,1,122
1016,ううん∕いや,ううん ∕ いや,叹,不,1,122
1017,うん,うん,叹,嗯,1,122
1018,清水,しみず,专,清水,1,122
1019,太田,おおた,专,太田,1,122
1020,モーツァルト,モーツァルト,专,莫扎特,1,122
1021,ディズニーランド,ディズニーランド,专,迪斯尼乐园,1,122
1022,週末,しゅうまつ,名,周末,1,123
1023,スケート,スケート,名,滑冰，溜冰,1,123
1024,味,あじ,名,口味，（食物的）味道,1,123
1025,毎回,まいかい,名,每次，每回,1,123
1026,通勤,つうきん,名,上下班，通勤,1,123
1027,船,ふね,名,船,1,123
1028,生地,きじ,名,布料，衣料,1,123
1029,閉店時刻,へいてんじこく,名,关门时间,1,123
1030,卒業式,そつぎょうしき,名,毕业典礼,1,123
1031,違います,ちがいます,动1,【自】不同，不一样,1,123
1032,込みます,こみます,动1,【自】拥挤，混杂,1,123
1033,決まります,きまります,动1,【自】定，决定,1,123
1034,知らせます,しらせます,动2,【他】告诉,1,123
1035,確かめます,たしかめます,动2,【他】查（看），弄清,1,123
1036,濃い,こい,形1,（口味）重；浓,1,123
1037,薄い,うすい,形1,（口味）轻；薄,1,123
1038,早い,はやい,形1,早,1,123
1039,遅い,おそい,形1,晚，慢,1,123
1040,たぶん,たぶん,副,可能，大概,1,123
1041,東京駅,とうきょうえき,专,东京站,1,123
1042,ハイキング,ハイキング,名,郊游，远足,1,124
1043,お別れ,おわかれ,名,分别，分手,1,124
1044,話,はなし,名,说话,1,124
1045,見送り,みおくり,名,送行，送别,1,124
1046,間,あいだ,名,时间，期间,1,124
1047,法律,ほうりつ,名,法律,1,124
1048,思います,おもいます,动1,【他】想，思考,1,124
1049,言います,いいます,动1,【他】说，讲,1,124
1050,探します,さがします,动1,【他】找，寻找，寻求,1,124
1051,笑います,わらいます,动1,【自他】笑,1,124
1052,やめます,やめます,动2,【他】戒，停止，放弃,1,124
1053,決めます,きめます,动2,【他】决定,1,124
1054,寝坊します,ねぼうします,动3,睡懒觉,1,124
1055,外出します,がいしゅつします,动3,外出，出去,1,124
1056,研究します,けんきゅうします,动3,研究,1,124
1057,おかしい,おかしい,形1,可笑，滑稽,1,124
1058,いっぱい,いっぱい,副,满,1,124
1059,凄い,すごい,副,惊人的，了不起,1,124
1060,とうとう,とうとう,副,终于，终究，到底,1,124
1061,必ず,かならず,副,一定，必定,1,124
1062,絶対に,ぜったいに,副,绝对,1,124
1063,馬,ば,专,马,1,124
1064,お世話になりました,おせわになりました,熟语,承蒙照顾,1,124
1065,よろしくお伝えください,よろしくおつたえください,熟语,请代问好,1,124
1066,お元気で,おげんきで,熟语,请多保重,1,124
1067,お気をつけて,おきをつけて,熟语,小心点儿,1,124
1068,さようなら,さようなら,熟语,再见,1,124
1069,どうやって,どうやって,熟语,怎样，如何,1,124
1070,役に立ちます,やくにたちます,熟语,有用,1,124
1071,おなかがいっぱいです,おなかがいっぱいです,熟语,吃饱，饱,1,124
1072,数学,すうがく,名,数学,1,125
1073,専門,せんもん,名,专门,1,125
1074,女優,じょゆう,名,女演员,1,125
1075,営業課,えいぎょうか,名,营业科,1,125
1076,市街,しがい,名,市内，市街，繁华街道,1,125
1077,道路,どうろ,名,道路，马路,1,125
1078,交通量,こうつうりょう,名,交通流量，通行量,1,125
1079,空港,くうこう,名,机场,1,125
1080,高速道路,こうそくどうろ,名,高速公路,1,125
1081,部品工場,ぶひんこうじょう,名,零件制造厂,1,125
1082,エレベーター,エレベーター,名,电梯,1,125
1083,絵本,えほん,名,图画书，连环画,1,125
1084,自然,しぜん,名,大自然,1,125
1085,給料,きゅうりょう,名,工资,1,125
1086,今夜,こんや,名,今天晚上,1,125
1087,けが,けが,名,伤,1,125
1088,泊まります,とまります,动1,【自】住，过夜，住宿,1,125
1089,結びます,むすびます,动1,【他】连接，系,1,125
1090,取ります,とります,动1,【他】印，记下,1,125
1091,生まれます,うまれます,动2,【自】出生，诞生,1,125
1092,倒産します,とうさんします,动3,倒闭，破产,1,125
1093,渋滞します,じゅうたいします,动3,堵车，停滞,1,125
1094,チェックします,チェックします,动3,确认,1,125
1095,豊か,ゆたか,形2,充裕，丰富,1,125
1096,大きな,おおきな,连,大的,1,125
1097,小さな,ちいさな,连,小的,1,125
1098,別に,べつに,副,并不,1,125
1099,戴,たい,专,戴,1,125
1100,週,しゅう,专,周,1,125
1101,唐,とう,专,唐,1,125
1102,中国航空,ちゅうごくこうくう,专,中国航空,1,125
1103,天安飯店,てんあんはんてん,专,天安饭店,1,125
1104,三環路,さんかんろ,专,三环路,1,125
1105,このあたり,このあたり,熟语,这一带，这附近,1,125
1106,大雨,おおあめ,名,大雨,1,126
1107,桜,さくら,名,樱花,1,126
1108,風,かぜ,名,风,1,126
1109,月,つき,名,月亮,1,126
1110,表,ひょう,名,表,1,126
1111,握手,あくしゅ,名,握手,1,126
1112,習慣,しゅうかん,名,习惯,1,126
1113,お辞儀,おじぎ,名,鞠躬,1,126
1114,あいさつ,あいさつ,名,寒暄,1,126
1115,手,て,名,手,1,126
1116,お客さん,おきゃくさん,名,顾客，客人,1,126
1117,普通,ふつう,名,一般，普通,1,126
1118,次,つぎ,名,这回，下面，下回,1,126
1119,スーパー,スーパー,名,超市,1,126
1120,料金,りょうきん,名,费用,1,126
1121,会費,かいひ,名,会费,1,126
1122,バーゲン,バーゲン,名,降价出售,1,126
1123,クレジットカード,クレジットカード,名,信用卡,1,126
1124,色鉛筆,いろえんぴつ,名,彩色铅笔,1,126
1125,豊作,ほうさく,名,丰收,1,126
1126,仲,なか,名,关系，友情，友谊,1,126
1127,忘れ物,わすれもの,名,忘记的东西，遗忘的物品,1,126
1128,防ぎます,ふせぎます,动1,【他】防御，防备，防守,1,126
1129,回ります,まわります,动1,【自】走访；转；绕弯,1,126
1130,走ります,はしります,动1,【自】跑，奔跑,1,126
1131,吹きます,ふきます,动1,【自他】吹,1,126
1132,挙げます,あげます,动2,【他】举，举起,1,126
1133,足ります,たります,动2,【自】足，够,1,126
1134,スケッチします,スケッチします,动3,素描，写生,1,126
1135,発言します,はつげんします,动3,发言,1,126
1136,優勝します,ゆうしょうします,动3,得冠军,1,126
1137,合格します,ごうかくします,动3,及格，合格,1,126
1138,約束します,やくそくします,动3,约定,1,126
1139,もしかしたら,もしかしたら,副,也许,1,126
1140,つい,つい,副,不知不觉地，无意中,1,126
1141,すぐに,すぐに,副,就要，立刻，马上,1,126
1142,ほとんど,ほとんど,副,大部分，几乎,1,126
1143,それで,それで,连,因此,1,126
1144,鈴木,すずき,专,铃木,1,126
1145,楊,よう,专,杨,1,126
1146,加藤,かとう,专,加藤,1,126
1147,葉子,ようこ,专,叶子,1,126
1148,光デパート,ひかりデパート,专,阳光百货商店,1,126
1149,北京タイガース,ペキンタイガース,专,北京猛虎队＜棒球队名称＞,1,126
1150,あいさつ回り,あいさつまわり,熟语,寒暄拜访,1,126
1151,いけない,いけない,熟语,不行，不好，不可以,1,126
1152,経済,けいざい,名,经济,1,127
1153,国際関係学,こくさいかんけいがく,名,国际关系学,1,127
1154,大勢,おおぜい,名,许多，众多,1,127
1155,高校,こうこう,名,高中,1,127
1156,日記,にっき,名,日记,1,127
1157,教師,きょうし,名,教师,1,127
1158,お年寄り,おとしより,名,老年人,1,127
1159,ラジオ体操,ラジオたいそう,名,广播体操,1,127
1160,社交ダンス,しゃこうダンス,名,交际舞,1,127
1161,卓球,たっきゅう,名,乒乓球,1,127
1162,バスケットボール,バスケットボール,名,篮球,1,127
1163,スポーツセンター,スポーツセンター,名,体育中心,1,127
1164,入園料,にゅうえんりょう,名,门票，入园费,1,127
1165,有料,ゆうりょう,名,收费,1,127
1166,賞,しょう,名,奖,1,127
1167,曲,きょく,名,乐曲，歌曲,1,127
1168,詩,し,名,诗歌,1,127
1169,信号,しんごう,名,信号，红绿灯,1,127
1170,はさみ,はさみ,名,剪刀,1,127
1171,部品,ぶひん,名,零部件,1,127
1172,アルバイト,アルバイト,名,打工，副业，工读,1,127
1173,スピーチ,スピーチ,名,演说，演讲,1,127
1174,グラフ,グラフ,名,图表,1,127
1175,企画,きかく,名,策划，计划,1,127
1176,説明,せつめい,名,说明,1,127
1177,ご飯,ごはん,名,饭,1,127
1178,砂糖,さとう,名,砂糖,1,127
1179,海外旅行,かいがいりょこう,名,海外旅行,1,127
1180,こと,こと,名,事情,1,127
1181,おじいさん,おじいさん,代,爷爷；老大爷,1,127
1182,おばあさん,おばあさん,代,奶奶；老奶奶,1,127
1183,姉,あね,代,姐姐,1,127
1184,通います,かよいます,动1,【自】上学，来往,1,127
1185,集まります,あつまります,动1,【自】聚，集合,1,127
1186,踊ります,おどります,动1,【自】跳舞,1,127
1187,要ります,いります,动1,【自】要,1,127
1188,困ります,こまります,动1,【自】为难，难办,1,127
1189,たたきます,たたきます,动1,【他】拍，敲，打,1,127
1190,入れます,いれます,动2,【他】放入，放进,1,127
1191,看病します,かんびょうします,动3,护理病人，看护病人,1,127
1192,けんかします,けんかします,动3,吵架，打架,1,127
1193,利用します,りようします,动3,利用,1,127
1194,相談します,そうだんします,动3,商谈,1,127
1195,ほかに,ほかに,副,另外,1,127
1196,しばらく,しばらく,副,许久，好久；片刻,1,127
1197,へえ,へえ,叹,哎，哎呀，哎哟,1,127
1198,木下,きのした,专,木下,1,127
1199,田村,たむら,专,田村,1,127
1200,この前,このまえ,熟语,前几天，之前，最近,1,127
1201,そう言えば,そういえば,熟语,说起来，这么说来,1,127
1202,気がつきます,きがつきます,熟语,察觉,1,127
1203,しばらくです,しばらくです,熟语,好久不见,1,127
1204,マフラー,マフラー,名,围巾,1,128
1205,ネックレス,ネックレス,名,项链,1,128
1206,家具,かぐ,名,家具,1,128
1207,文章,ぶんしょう,名,文章,1,128
1208,意味,いみ,名,意思,1,128
1209,雰囲気,ふんいき,名,气氛,1,128
1210,発音,はつおん,名,发音,1,128
1211,不動産屋,ふどうさんや,名,房产公司,1,128
1212,飲食店,いんしょくてん,名,饮食店,1,128
1213,大使館,たいしかん,名,大使馆,1,128
1214,新居,しんきょ,名,新居,1,128
1215,引っ越し,ひっこし,名,搬家,1,128
1216,近所,きんじょ,名,附近,1,128
1217,孫,まご,名,孙子，孙女,1,128
1218,係,かかり,名,工作人员，主管人员,1,128
1219,支社長,ししゃちょう,名,分公司经理,1,128
1220,就職,しゅうしょく,名,就业,1,128
1221,インターネット,インターネット,名,互联网,1,128
1222,拾います,ひろいます,动1,【他】捡，拾,1,128
1223,訳します,やくします,动1,【他】翻译,1,128
1224,くれます,くれます,动2,【他】给,1,128
1225,届けます,とどけます,动2,【他】送到，送去,1,128
1226,案内します,あんないします,动3,向导，导游,1,128
1227,交換します,こうかんします,动3,换，交换,1,128
1228,紹介します,しょうかいします,动3,介绍,1,128
1229,すてき,すてき,形2,漂亮，极好,1,128
1230,得意,とくい,形2,擅长,1,128
1231,新鮮,しんせん,形2,新鲜,1,128
1232,うまく,うまく,副,高明地，很好地,1,128
1233,それに,それに,连,而且,1,128
1234,中田,なかた,专,中田,1,128
1235,国際貿易センター,こくさいぼうえきセンター,专,国际贸易中心,1,128
1236,国貿,こくぼう,专,国贸,1,128
1237,どういたしまして,どういたしまして,熟语,没关系,1,128
1238,どの辺,どのへん,熟语,哪儿,1,128
1239,質問,しつもん,名,提问，问题,1,129
1240,場合,ばあい,名,场合，情况,1,129
1241,迷惑,めいわく,名,麻烦,1,129
1242,フジ,フジ,名,紫藤,1,129
1243,カササギ,カササギ,名,喜鹊,1,129
1244,鳥,とり,名,鸟,1,129
1245,マーク,マーク,名,符号,1,129
1246,標識,ひょうしき,名,标记,1,129
1247,横断禁止,おうだんきんし,名,禁止横穿,1,129
1248,スピード,スピード,名,速度,1,129
1249,免許証,めんきょしょう,名,许可证，执照,1,129
1250,企画書,きかくしょ,名,计划书,1,129
1251,野球場,やきゅうじょう,名,棒球场,1,129
1252,テーブル,テーブル,名,桌子,1,129
1253,テレビ講座,テレビこうざ,名,电视讲座,1,129
1254,漢字,かんじ,名,汉字,1,129
1255,戦争,せんそう,名,战争,1,129
1256,警官,けいかん,名,警察,1,129
1257,年上,としうえ,名,年长者,1,129
1258,止まります,とまります,动1,【自】停，停住,1,129
1259,変わります,かわります,动1,【自】变，转变,1,129
1260,頑張ります,がんばります,动1,【自】拼命努力,1,129
1261,謝ります,あやまります,动1,【自他】道歉,1,129
1262,サボります,サボります,动1,【自】逃学，怠工,1,129
1263,破ります,やぶります,动1,【他】爽约，打破,1,129
1264,引きます,ひきます,动1,【自他】拉，抽,1,129
1265,守ります,まもります,动1,【他】遵守，保护,1,129
1266,答えます,こたえます,动2,【自】回答,1,129
1267,逃げます,にげます,动2,【自】逃跑,1,129
1268,助けます,たすけます,动2,【他】救助，帮助,1,129
1269,付けます,つけます,动2,【他】添加，附加,1,129
1270,覚えます,おぼえます,动2,【自他】记住，掌握,1,129
1271,提出します,ていしゅつします,动3,提交，提出,1,129
1272,遠慮します,えんりょします,动3,客气,1,129
1273,注意します,ちゅういします,动3,注意,1,129
1274,シュートします,シュートします,动3,（足球）射门，投篮,1,129
1275,親しい,したしい,形1,熟悉，亲切，亲密,1,129
1276,乱暴,らんぼう,形2,粗暴,1,129
1277,失礼,しつれい,形2,不礼貌,1,129
1278,同じ,おなじ,形2,一样，相同,1,129
1279,危険,きけん,形2,危险,1,129
1280,そんな,そんな,连,那样的,1,129
1281,丁寧に,ていねいに,副,恭敬地；细心地,1,129
1282,おい,おい,叹,哎，喂,1,129
1283,誠,まこと,专,诚，阿诚,1,129
1284,周恩来,しゅうおんらい,专,周恩来,1,129
1285,魯迅,ろじん,专,鲁迅,1,129
1286,世田谷,せたがや,专,世田谷,1,129
1287,富士,ふじ,专,富士,1,129
1288,変わった,かわった,熟语,怪,1,129
1289,風邪を引きます,かぜをひきます,熟语,感冒,1,129
1290,宅配便,たくはいびん,名,送货上门服务,1,130
1291,報告書,ほうこくしょ,名,报告书,1,130
1292,梅雨,つゆ,名,梅雨,1,130
1293,秋,あき,名,秋天，秋季,1,130
1294,ピクニック,ピクニック,名,郊游,1,130
1295,行楽地,こうらくち,名,景点，浏览地,1,130
1296,ピザ,ピザ,名,比萨饼,1,130
1297,終電,しゅうでん,名,末班电车,1,130
1298,待合室,まちあいしつ,名,候诊室，等候室,1,130
1299,患者,かんじゃ,名,病人，患者,1,130
1300,灰皿,はいざら,名,烟灰缸,1,130
1301,吸殻,すいがら,名,烟头，烟灰，烟蒂,1,130
1302,歯,は,名,牙齿,1,130
1303,彼,かれ,代,他,1,130
1304,そろいます,そろいます,动1,【自】到齐，齐全,1,130
1305,寄ります,よります,动1,【自】顺便去；靠近,1,130
1306,開きます,ひらきます,动1,【自】开，开张,1,130
1307,引っ越します,ひっこします,动1,【自】搬迁,1,130
1308,迎えます,むかえます,动2,【他】迎接,1,130
1309,壊れます,こわれます,动2,【自】出故障，坏,1,130
1310,間違えます,まちがえます,动2,【他】搞错,1,130
1311,出発します,しゅっぱつします,动3,出发,1,130
1312,転職します,てんしょくします,动3,换工作,1,130
1313,パンクします,パンクします,动3,轮胎爆裂，撑破,1,130
1314,寂しい,さびしい,形1,寂寞,1,130
1315,楽しみ,たのしみ,形2,愉快，期待,1,130
1316,特別,とくべつ,形2,特别,1,130
1317,それでは/それじゃ,それでは/それじゃ,连,那么,1,130
1318,そうか,そうか,叹,是吗,1,130
1319,まあ,まあ,叹,嗯，嘿，哎哟,1,130
1320,パク,パク,专,朴,1,130
1321,長江下り,ちょうこうくだり,专,坐船浏览长江两岸风光,1,130
1322,香山,こうざん,专,香山,1,130
1323,北京植物園,ペキンしょくぶつえん,专,北京植物园,1,130
1324,仕方ない,しかたない,熟语,没有办法,1,130
1325,ボタン,ボタン,名,按钮；纽扣,1,131
1326,ブローチ,ブローチ,名,胸针,1,131
1327,カーテン,カーテン,名,窗帘，帘子,1,131
1328,コンクリート,コンクリート,名,混凝土，水泥,1,131
1329,プラスチック,プラスチック,名,塑胶，塑料,1,131
1330,ひすい,ひすい,名,翡翠,1,131
1331,サービスセンター,サービスセンター,名,维修服务中心,1,131
1332,会員,かいいん,名,会员,1,131
1333,特典,とくてん,名,优惠,1,131
1334,お手洗い,おてあらい,名,洗手间，厕所,1,131
1335,階段,かいだん,名,楼梯，台阶,1,131
1336,以降,いこう,名,以后,1,131
1337,そば,そば,名,旁边,1,131
1338,卓球台,たっきゅうだい,名,乒乓球桌,1,131
1339,サイズ,サイズ,名,大小，尺寸,1,131
1340,人間,にんげん,名,人，人类,1,131
1341,白鳥,はくちょう,名,天鹅,1,131
1342,電源,でんげん,名,电源,1,131
1343,スイカ,スイカ,名,西瓜,1,131
1344,押します,おします,动1,【他】按，推，挤,1,131
1345,つきます,つきます,动1,灯亮，灯开,1,131
1346,下がります,さがります,动1,【自】下降，降低,1,131
1347,怒ります,おこります,动1,【自】生气,1,131
1348,回します,まわします,动1,【他】转，传送，传递,1,131
1349,動きます,うごきます,动1,【自】运转，转动,1,131
1350,生きます,いきます,动2,【自】活，生存,1,131
1351,下ります,おります,动2,【自】下，下来,1,131
1352,フリーズします,フリーズします,动3,死机,1,131
1353,故障します,こしょうします,动3,故障,1,131
1354,美しい,うつくしい,形1,美丽,1,131
1355,うまい,うまい,形1,高明，好吃，可口,1,131
1356,詳しい,くわしい,形1,详细,1,131
1357,自由,じゆう,形2,随便，自由,1,131
1358,丁寧,ていねい,形2,精心，细心，恭敬,1,131
1359,きちんと,きちんと,副,好好地；正经地,1,131
1360,ただし,ただし,连,不过，只是,1,131
1361,しかし,しかし,连,可是，但是,1,131
1362,気持ち悪い,きもちわるい,熟语,不舒服,1,131
1363,列車,れっしゃ,名,火车,1,132
1364,高速バス,こうそくバス,名,高速公共汽车,1,132
1365,出発時刻,しゅっぱつじこく,名,出发时间,1,132
1366,旅行予定,りょこうよてい,名,旅行计划,1,132
1367,天気予報,てんきよほう,名,天气预报,1,132
1368,台風,たいふう,名,台风,1,132
1369,うわさ,うわさ,名,传说，风言风语,1,132
1370,宣伝,せんでん,名,宣传,1,132
1371,番組,ばんぐみ,名,节目,1,132
1372,新型,しんがた,名,新型,1,132
1373,ボーナス,ボーナス,名,奖金,1,132
1374,ラーメン,ラーメン,名,面条,1,132
1375,牛乳,ぎゅうにゅう,名,牛奶,1,132
1376,餃子パーティー,ギョーザパーティー,名,饺子宴,1,132
1377,正月休み,しょうがつやすみ,名,新年假日,1,132
1378,スポーツ用品,スポーツようひん,名,体育用品,1,132
1379,インフルエンザ,インフルエンザ,名,流感，流行性感冒,1,132
1380,支店,してん,名,分店，分公司,1,132
1381,小学校,しょうがっこう,名,小学,1,132
1382,遊園地,ゆうえんち,名,游乐园,1,132
1383,首相,しゅしょう,名,首相,1,132
1384,歴史,れきし,名,历史,1,132
1385,彼女,かのじょ,代,她,1,132
1386,行います,おこないます,动1,【他】开，举行,1,132
1387,上がります,あがります,动1,【自】提高，涨,1,132
1388,乗り換えます,のりかえます,动2,【他】换乘,1,132
1389,辞めます,やめます,动2,【他】辞去,1,132
1390,留学します,りゅうがくします,动3,留学,1,132
1391,入学します,にゅうがくします,动3,入学,1,132
1392,流行します,りゅうこうします,动3,流行,1,132
1393,入院します,にゅういんします,动3,住院,1,132
1394,お邪魔します,おじゃまします,动3,打扰，拜访,1,132
1395,担当します,たんとうします,动3,承担,1,132
1396,強い,つよい,形1,强，坚强,1,132
1397,気さく,きさく,形2,爽快，坦率,1,132
1398,いろんな,いろんな,连,各种各样的,1,132
1399,ずっと,ずっと,副,一直，始终,1,132
1400,劉英,りゅうえい,专,刘英,1,132
1401,タイ,タイ,专,泰国,1,132
1402,京都ホテル,きょうとホテル,专,京都宾馆,1,132
1403,お邪魔しました,おじゃましました,熟语,打扰了,1,132
1404,風が強い,かぜがつよい,熟语,风大,1,132
1405,スーツケース,スーツケース,名,旅行箱,1,133
1406,トランク,トランク,名,后备箱；手提箱，皮箱,1,133
1407,スーツ,スーツ,名,西服，女套装,1,133
1408,ズボン,ズボン,名,裤子,1,133
1409,Tシャツ,ティーシャツ,名,T恤衫,1,133
1410,サンダル,サンダル,名,凉鞋,1,133
1411,帽子,ぼうし,名,帽子,1,133
1412,腕時計,うでどけい,名,手表,1,133
1413,小物,こもの,名,小东西，细小的附件,1,133
1414,運転手,うんてんしゅ,名,司机,1,133
1415,空,から,名,空,1,133
1416,運動会,うんどうかい,名,运动会,1,133
1417,チーム,チーム,名,队，团体,1,133
1418,最後,さいご,名,最后,1,133
1419,再会,さいかい,名,重逢，再会,1,133
1420,久しぶり,ひさしぶり,名,好久不见,1,133
1421,カキ,カキ,名,柿子,1,133
1422,清涼飲料水,せいりょういんりょうすい,名,清凉饮料,1,133
1423,閉まります,しまります,动1,【自】关闭，关,1,133
1424,壊します,こわします,动1,【他】弄坏,1,133
1425,割ります,わります,动1,【他】割开，打破，打坏,1,133
1426,付きます,つきます,动1,【自】附带，附加,1,133
1427,掛かります,かかります,动1,【自】挂，悬挂,1,133
1428,汚します,よごします,动1,【他】弄脏,1,133
1429,やみます,やみます,动1,【自】停，停息，停止,1,133
1430,建ちます,たちます,动1,【自】盖，建,1,133
1431,並びます,ならびます,动1,【自】排队，排，列队,1,133
1432,着きます,つきます,动1,【自】到，到达,1,133
1433,かぶります,かぶります,动1,【自他】戴,1,133
1434,はきます,はきます,动1,【他】穿（鞋，裤子）,1,133
1435,飼います,かいます,动1,【他】饲养,1,133
1436,消えます,きえます,动2,【自】熄灭，消失,1,133
1437,掛けます,かけます,动2,【他】挂,1,133
1438,落ちます,おちます,动2,【自】落下，掉,1,133
1439,割れます,われます,动2,【自】裂开，破裂,1,133
1440,建てます,たてます,动2,【他】盖，建造,1,133
1441,負けます,まけます,动2,【自他】输，败,1,133
1442,汚れます,よごれます,动2,【自】脏,1,133
1443,偉い,えらい,形1,了不起，伟大,1,133
1444,楽,らく,形2,容易，简易；快乐，轻松,1,133
1445,残念,ざんねん,形2,可惜，遗憾,1,133
1446,急に,きゅうに,副,突然,1,133
1447,全部,ぜんぶ,副,全部,1,133
1448,相変わらず,あいかわらず,副,照旧，依然,1,133
1449,うっかり,うっかり,副,不留神，不注意,1,133
1450,それにしても,それにしても,连,即便那样，话虽如此,1,133
1451,お久しぶりです,おひさしぶりです,熟语,好久不见,1,133
1452,カレンダー,カレンダー,名,挂历，日历,1,134
1453,ポスター,ポスター,名,宣传画，海报,1,134
1454,ハードスケジュール,ハードスケジュール,名,紧张的日程,1,134
1455,カレーライス,カレーライス,名,咖喱饭,1,134
1456,とっておき,とっておき,名,珍藏，私藏,1,134
1457,本場,ほんば,名,原产地，发源地,1,134
1458,玄関,げんかん,名,门口，玄关,1,134
1459,ロッカー,ロッカー,名,橱柜，文件柜,1,134
1460,バッグ,バッグ,名,包，手提包,1,134
1461,旅行社,りょこうしゃ,名,旅行社,1,134
1462,視察団,しさつだん,名,视察团,1,134
1463,到着,とうちゃく,名,到达，抵达,1,134
1464,帰り,かえり,名,回程，返回，回家,1,134
1465,持ち帰り,もちかえり,名,打包，带回,1,134
1466,事故,じこ,名,事故,1,134
1467,花束,はなたば,名,花束,1,134
1468,発表会,はっぴょうかい,名,发布会,1,134
1469,論文,ろんぶん,名,论文,1,134
1470,ダイエット,ダイエット,名,减肥,1,134
1471,オリンピック,オリンピック,名,奥运会，奥林匹克,1,134
1472,あちこち,あちこち,代,到处，处处,1,134
1473,あっちこっち,あっちこっち,代,到处，处处,1,134
1474,焼きます,やきます,动1,【他】烤，烧，烧毁,1,134
1475,稼ぎます,かせぎます,动1,【自他】挣钱，赚钱,1,134
1476,残ります,のこります,动1,【自】剩余，剩下,1,134
1477,包みます,つつみます,动1,【他】卷，包裹,1,134
1478,頼みます,たのみます,动1,【他】点（菜）；请求；托付,1,134
1479,はります,はります,动1,【他】粘，贴,1,134
1480,飾ります,かざります,动1,【他】装饰,1,134
1481,しまいます,しまいます,动1,【他】收拾起来，放到～里边,1,134
1482,合います,あいます,动1,【自】合适，适合,1,134
1483,戻します,もどします,动1,【他】放回，返还，返回,1,134
1484,ためます,ためます,动2,【他】积攒，储存,1,134
1485,並べます,ならべます,动2,【他】排列,1,134
1486,預けます,あずけます,动2,【他】寄存，托付,1,134
1487,続けます,つづけます,动2,【他】继续，持续,1,134
1488,やせます,やせます,动2,【自】瘦,1,134
1489,訪問します,ほうもんします,动3,拜访，访问,1,134
1490,貯金します,ちょきんします,动3,存钱，储蓄,1,134
1491,歓迎します,かんげいします,动3,欢迎,1,134
1492,用意します,よういします,动3,准备,1,134
